,date,store,impressions,clicks,total cost,revenue_channel_1,revenue_channel_2,revenue_channel_3,revenue_channel_other
872,2019-03-31,Store A,412769,10559,3951.7799999999997,26603.53,3827.31,1671.78,1527.83
873,2020-06-01,Store C,178204,3146,2036.67,6233.25,2332.3399999999997,420.0,760.99
874,2019-04-23,Store B,92844,5213,3552.95,6635.33,1045.21,802.49,989.4100000000001
875,2019-05-30,Store C,64550,1728,1306.46,4037.71,1457.2399999999998,420.0,880.75
876,2021-08-07,Store B,73299,3966,4740.9,7702.5,999.59,1117.2,631.8
877,2021-12-28,Store A,290369,7493,4088.56,24190.87,2621.0,420.0,1466.92
878,2020-11-26,Store D,15402,1287,1211.52,444.99,520.9000000000001,420.0,420.0
879,2019-07-16,Store A,624464,14545,6133.77,34601.59,59667.42,1910.47,2119.5499999999997
880,2021-09-22,Store D,33035,1370,1326.77,5910.83,477.98,1862.8199999999997,2770.02
881,2021-10-31,Store C,59586,872,932.72,2618.39,912.6300000000001,482.84999999999997,597.9
882,2021-07-03,Store B,43752,4408,4813.49,8821.5,1420.0,1196.2,1305.3
883,2019-08-12,Store B,97294,4997,3962.7300000000005,6222.35,1039.23,799.44,853.4000000000001
884,2019-10-10,Store D,158744,2378,1419.51,461.95,420.0,420.0,420.0
885,2022-05-20,Store B,36752,2891,3436.49,2505.89,608.79,566.6899999999999,3634.6
886,2022-07-22,Store D,26707,932,996.63,3069.79,643.71,459.96000000000004,1471.53
887,2022-06-19,Store A,173633,5297,3038.55,11068.5,2174.38,420.0,979.7
888,2022-07-13,Store B,49035,3773,4564.81,7204.880000000001,755.39,709.4,999.56
889,2022-07-11,Store A,240988,6232,3486.53,12154.93,7224.53,484.95,1200.56
890,2020-09-20,Store C,92699,1445,1210.1599999999999,2098.87,483.84999999999997,501.34000000000003,940.74
891,2020-10-02,Store D,33395,1593,1316.75,442.95000000000005,439.95,420.0,420.0
892,2020-10-24,Store B,67332,4928,4414.7699999999995,7590.550000000001,1109.52,1627.75,647.5999999999999
893,2020-10-26,Store A,500398,11504,5187.93,25886.9,8196.029999999999,1496.39,4665.39
894,2020-10-26,Store B,80385,5990,5190.34,8557.35,912.55,890.3499999999999,922.55
895,2020-08-30,Store C,138053,2073,1427.16,4003.44,829.85,420.0,543.9499999999999
896,2020-07-21,Store D,91841,3094,2052.48,453.95000000000005,677.75,420.0,429.95
897,2020-07-23,Store D,101938,2931,1903.4300000000003,504.95000000000005,4481.66,420.0,420.0
898,2019-12-15,Store A,318836,8634,4030.65,25737.740000000005,1336.05,1182.6599999999999,1695.4
899,2020-01-23,Store D,182821,2509,1442.68,420.0,781.9,420.0,634.99
900,2022-07-18,Store D,29627,1121,1133.3500000000001,2274.95,595.85,594.94,4687.05
901,2022-07-21,Store A,222050,5365,3051.45,11420.9,15806.15,420.0,609.9499999999999
902,2022-08-12,Store C,30617,692,940.63,2542.13,621.75,420.0,516.9
903,2020-12-23,Store A,358411,9420,4604.42,27144.65,7861.77,640.8299999999999,2623.01
904,2020-01-08,Store D,145713,2575,1532.36,464.95,420.0,420.0,420.0
905,2022-03-01,Store C,87854,1457,1606.05,3379.2,1486.69,469.95,504.95000000000005
906,2021-05-21,Store C,48620,1207,1181.87,1953.7799999999997,867.79,444.95,679.79
907,2021-01-02,Store D,31581,2005,1644.3900000000003,659.85,508.97999999999996,769.59,2150.3
908,2020-06-24,Store A,647316,16173,6657.85,32738.07,12103.12,3647.97,3007.31
909,2020-10-13,Store B,93562,7718,6397.039999999999,8528.060000000001,933.5900000000001,671.75,1108.15
910,2019-11-16,Store C,56698,1227,970.57,1309.19,502.84,420.0,579.9499999999999
911,2019-01-26,Store B,108059,6160,4539.56,7565.060000000001,1131.1699999999998,1783.54,884.25
912,2020-04-23,Store C,486640,4771,2627.48,8526.45,1845.42,508.0,420.0
913,2019-05-31,Store B,89045,5047,3274.22,4531.73,1441.6599999999999,763.6,775.6
914,2019-06-15,Store B,77931,4665,3309.31,4935.94,962.7,725.5899999999999,531.8
915,2019-06-30,Store D,150279,2721,1907.5299999999997,429.95,420.0,420.0,420.0
916,2021-12-11,Store B,34262,2670,3635.1400000000003,6694.84,717.65,908.5500000000001,657.6999999999999
917,2021-12-05,Store C,27802,696,862.33,1740.79,1398.3500000000001,470.94,464.95
918,2021-12-04,Store D,12667,829,1043.69,1192.68,420.0,576.34,3253.5199999999995
919,2021-08-21,Store A,227888,7241,3973.62,13893.099999999999,4249.099999999999,884.73,2448.6
920,2019-02-27,Store C,98776,1822,1254.8999999999999,5117.01,2037.25,1122.7,1285.65
921,2020-04-30,Store B,289951,10266,6308.13,13211.219999999998,1500.92,617.8,1396.8700000000001
922,2020-06-05,Store A,582981,14841,5501.39,25041.189999999995,9409.58,1092.78,12355.470000000001
923,2020-12-13,Store A,374056,10978,5140.09,38245.73,2825.22,1329.1,3273.5199999999995
924,2020-12-15,Store C,80287,1569,1409.27,2401.9900000000002,2489.8,434.95,646.29
925,2019-02-11,Store A,408115,10303,4310.75,18191.66,5766.45,1958.56,1543.83
926,2019-04-21,Store A,305028,8387,3330.74,14061.41,915.6,2174.0699999999997,1475.57
927,2020-04-12,Store A,732066,14501,5171.76,20109.61,6385.75,1030.78,4678.27
928,2020-07-07,Store A,616213,16514,6763.469999999999,28256.32,21887.66,1888.1999999999998,4339.71
929,2020-11-03,Store D,24119,1379,1265.3700000000001,420.0,650.7900000000001,420.0,420.0
930,2021-09-27,Store A,216352,7714,4344.0199999999995,23117.67,5840.09,783.12,879.53
931,2021-10-16,Store A,222232,6185,3307.11,16998.18,1537.9500000000003,709.1899999999999,1985.67
932,2021-01-23,Store C,80050,1872,1452.8199999999997,2783.87,1319.27,613.75,805.6999999999999
933,2021-10-12,Store C,63015,1202,1199.1100000000001,4251.639999999999,1388.45,643.8499999999999,2010.6
934,2021-01-26,Store B,72246,5648,5249.390000000001,9141.67,1067.05,1027.3999999999999,994.3899999999999
935,2020-11-11,Store C,67943,1525,1340.71,5190.77,1234.43,878.8,716.9
936,2020-10-21,Store D,78347,2355,1566.36,723.5500000000001,461.89,420.0,420.0
937,2022-01-29,Store A,297786,7492,3767.6400000000003,23515.04,2844.53,625.84,420.0
938,2021-02-05,Store C,53996,1678,1383.76,3972.5300000000007,1516.3200000000002,437.95000000000005,705.75
939,2021-11-20,Store A,161818,6713,3818.77,6900.94,1326.48,789.98,1299.53
940,2019-07-24,Store B,85425,5393,3920.4,5816.34,2173.06,513.84,728.6400000000001
941,2021-07-14,Store C,101909,1537,1536.55,5758.58,1615.3600000000001,451.9,604.9
942,2021-07-18,Store A,271001,8564,4523.36,25852.14,2681.8,501.85,5591.52
943,2021-12-01,Store D,22821,1176,1306.6,5568.5599999999995,516.9,557.84,5745.68
944,2020-07-22,Store C,136029,2624,1746.84,4882.5,1838.88,477.84999999999997,700.9000000000001
945,2019-12-09,Store A,320077,9100,4550.53,24715.26,4995.85,1199.3899999999999,2032.49
946,2020-01-13,Store C,128311,1694,1121.24,2095.73,988.94,655.7900000000001,1010.7
947,2022-06-13,Store D,21813,1258,1400.3700000000001,5617.1,744.93,491.85,2900.79
948,2019-10-18,Store B,84221,4024,2911.23,3720.88,1157.68,1036.3899999999999,846.5999999999999
949,2019-04-05,Store A,396169,9495,3962.84,20559.17,3323.53,1367.92,1428.27
950,2019-04-05,Store B,108049,5095,3796.1000000000004,5405.24,1204.08,700.6999999999999,1250.4299999999998
951,2020-01-30,Store C,193658,1918,1262.8700000000001,3579.5600000000004,994.47,475.95,519.95
952,2019-04-16,Store A,338989,9533,4104.85,18187.76,8500.84,507.93999999999994,5996.25
953,2019-06-01,Store D,92639,2195,1506.9900000000002,778.9,420.0,627.8,420.0
954,2019-07-30,Store A,423106,10780,4647.52,26481.76,6229.68,596.8399999999999,1808.2400000000002
955,2019-08-22,Store B,90057,5163,3964.55,5640.389999999999,1094.17,615.75,1427.26
956,2020-05-07,Store B,177977,9132,5539.49,11120.93,1461.79,723.6400000000001,1262.99
957,2020-09-08,Store C,174947,2670,2011.23,7711.29,3718.55,420.0,614.9
958,2019-05-05,Store A,336778,10265,4029.3899999999994,15643.29,2627.68,1585.1600000000003,2900.19
959,2019-06-23,Store A,379583,10460,4034.37,12257.63,2436.6800000000003,1726.97,2397.1
960,2021-12-06,Store C,42177,1048,1169.44,5544.73,3196.59,420.0,472.8
961,2021-12-25,Store C,32629,552,776.2,1009.75,467.89,420.0,541.9
962,2021-08-27,Store A,199806,7182,4112.95,19740.19,6478.91,779.9,1989.7
963,2020-02-18,Store B,119754,4913,3713.56,5939.449999999999,973.4000000000001,794.4,1184.98
964,2020-10-08,Store B,70528,5556,4632.98,7603.27,1108.73,989.55,1395.04
965,2020-07-06,Store A,690633,17433,7360.16,55507.64,18549.18,3263.8999999999996,3524.26
966,2020-11-03,Store C,80972,1487,1404.76,3704.49,695.09,420.0,434.95
967,2019-09-06,Store B,96721,4594,3480.7299999999996,4415.1,768.52,603.89,808.34
968,2022-03-25,Store A,243961,6851,3589.08,13193.21,2149.12,1195.3200000000002,3102.69
969,2020-08-20,Store C,165557,2459,1782.1399999999999,6595.59,3868.24,489.95,1458.69
970,2022-06-01,Store A,275337,7005,3961.04,15661.66,3905.33,420.0,849.9
971,2022-06-01,Store B,42113,3678,4363.08,7168.58,1338.85,665.5500000000001,663.7
972,2022-05-28,Store C,30514,670,945.62,1775.4,420.0,420.0,490.79999999999995
973,2022-05-13,Store B,33766,3008,3616.72,5162.72,1177.85,659.6000000000001,661.94
974,2019-12-06,Store D,77731,2206,1500.78,599.9,464.85,420.0,420.0
975,2019-03-17,Store A,300958,8550,3374.45,18071.26,3730.1400000000003,1662.2399999999998,3238.42
976,2019-03-17,Store B,110879,5573,4661.23,6715.34,897.6300000000001,919.6299999999999,1890.33
977,2021-05-06,Store C,73986,1605,1803.2999999999997,4420.57,1810.73,1094.8,784.64
978,2021-09-22,Store C,49354,1189,1224.02,2266.44,2261.19,420.0,474.90000000000003
979,2021-11-10,Store A,228532,7287,4142.7,13099.66,12506.6,544.9,1784.72
980,2021-11-10,Store B,40269,3552,4077.81,6996.23,1320.25,931.5999999999999,876.5
981,2022-01-28,Store A,279617,7469,4007.99,14979.8,8286.800000000001,420.0,4279.679999999999
982,2020-12-22,Store C,71939,1430,1241.14,1991.52,624.94,519.95,1043.12
983,2021-07-09,Store A,252145,8300,4545.15,19498.98,5293.52,740.87,1529.87
984,2021-07-25,Store D,35469,1565,1412.38,2186.12,479.99,1097.8200000000002,3457.45
985,2020-07-21,Store C,144881,2828,1810.47,6563.810000000001,2202.6,420.0,1152.7
986,2019-04-05,Store C,85037,1699,1379.82,3079.95,872.98,482.95000000000005,428.95000000000005
987,2020-06-10,Store B,144592,8734,6314.95,10692.98,3293.0200000000004,1142.6399999999999,1145.2
988,2020-03-08,Store B,111460,4654,3685.97,6453.82,795.57,964.4100000000001,1089.32
989,2020-03-09,Store D,146011,2496,1666.35,509.95000000000005,420.0,420.0,420.0
990,2021-03-15,Store A,504666,14216,6539.71,45504.84,11944.11,688.81,10863.21
991,2019-09-13,Store C,60707,1271,1101.82,5882.88,1178.74,549.79,755.8500000000001
992,2021-12-03,Store A,163565,6134,3949.25,19464.49,6148.140000000001,518.88,2731.6800000000003
993,2021-12-14,Store A,159756,6158,3882.67,14761.17,3914.1800000000003,450.90000000000003,1614.4499999999998
994,2021-08-19,Store C,74775,1393,1314.35,4775.43,1320.12,544.95,1451.43
995,2022-01-02,Store A,319200,7767,4037.68,13776.219999999998,4212.530000000001,844.0600000000001,2045.76
996,2021-06-09,Store C,63730,1403,1332.04,5035.38,1042.44,513.85,449.94
997,2021-02-20,Store C,97543,1587,1321.6100000000001,2043.12,1582.2800000000002,420.0,604.85
998,2021-02-24,Store A,379812,10437,4807.93,31906.21,18215.04,1490.05,3246.25
999,2020-08-17,Store D,85687,2708,1805.1600000000003,527.9,420.0,420.0,420.0
1000,2020-05-31,Store D,149401,3378,1961.96,420.0,3468.83,420.0,420.0
1001,2022-08-19,Store C,45442,996,1177.8999999999999,2612.08,1658.22,420.0,467.95000000000005
1002,2022-06-17,Store D,18740,999,1038.44,6462.82,875.6600000000001,725.84,5569.13
1003,2020-11-22,Store A,617181,14836,6554.06,29317.730000000003,3779.8,2688.7,9472.5
1004,2021-04-30,Store D,33093,1931,1897.84,3499.74,849.75,911.55,2876.07
1005,2022-03-29,Store A,278203,7388,3889.37,23374.07,7808.52,641.9,1313.88
1006,2022-02-01,Store B,39605,3505,4006.95,7269.09,873.4399999999999,1259.4,666.75
1007,2022-02-13,Store D,22007,1063,1097.5700000000002,2991.16,420.0,438.84999999999997,3300.5
1008,2021-06-28,Store B,58124,5756,6748.73,10842.21,1594.79,812.55,1131.2
1009,2020-10-19,Store A,490550,11911,5322.81,39229.36,12787.440000000002,1633.65,2913.15
1010,2022-06-21,Store D,17889,996,1075.8200000000002,2027.12,420.0,446.95,7511.310000000001
1011,2019-11-01,Store A,289133,7755,3725.36,11314.400000000001,4699.32,439.95,3817.13
1012,2019-11-02,Store D,89390,1853,1196.6100000000001,429.95,420.0,420.0,420.0
1013,2020-12-22,Store B,56706,4478,4178.44,7394.33,859.5799999999999,625.85,880.48
1014,2019-04-25,Store A,331880,9296,3887.79,11665.39,15914.39,1558.1099999999997,1558.62
1015,2021-08-06,Store A,222747,7886,4425.89,15279.11,11024.51,4309.88,1674.8399999999997
1016,2022-03-09,Store B,40357,3419,4175.34,6304.74,850.6,922.55,930.1099999999999
1017,2022-09-07,Store B,36296,2807,3037.8499999999995,4399.46,933.3,654.6500000000001,656.7
1018,2022-01-13,Store B,39315,3846,4456.37,7996.45,1296.0,751.75,897.3000000000001
1019,2020-08-05,Store D,98923,2665,1763.99,453.95000000000005,731.75,420.0,619.99
1020,2020-08-14,Store B,126598,7452,5272.23,9446.28,1292.1399999999999,553.89,1144.19
1021,2019-03-29,Store D,126538,2631,1896.81,498.95000000000005,420.0,420.0,420.0
1022,2019-04-07,Store B,115954,5615,4025.24,6383.25,879.6299999999999,1253.52,812.2
1023,2019-01-05,Store B,113130,6795,4723.91,8291.09,2105.41,1265.24,1772.65
1024,2019-02-07,Store C,102926,1903,1281.43,3663.21,822.65,420.0,1425.9899999999998
1025,2019-02-05,Store C,97160,1935,1244.5900000000001,3972.45,2088.38,454.95,1177.7
1026,2020-06-27,Store B,151963,7972,6253.26,11876.24,1843.8200000000002,1475.14,1107.35
1027,2020-07-27,Store C,143414,2625,1802.96,3283.83,2370.73,848.75,829.85
1028,2019-03-12,Store D,160767,2649,1734.19,433.99,554.9499999999999,420.0,420.0
1029,2021-06-23,Store D,37782,1769,1669.79,15904.99,432.95000000000005,1187.7,5601.7
1030,2019-05-25,Store A,296430,8454,3471.7700000000004,15036.3,6640.02,1503.32,3703.36
1031,2021-07-04,Store B,40120,3904,4250.41,8464.539999999999,672.6999999999999,1423.1,825.6
1032,2021-08-04,Store A,232245,8139,4621.28,20583.35,4502.87,2144.67,2245.4500000000003
1033,2022-03-30,Store B,39012,3542,4006.18,5273.720000000001,1085.45,1185.05,819.7
1034,2022-09-13,Store D,13019,786,991.77,15779.54,1032.75,2265.38,9464.25
1035,2022-05-12,Store D,26410,1229,1233.3500000000001,4886.24,420.0,934.75,1666.33
1036,2022-06-22,Store B,43567,3739,4577.7,5528.98,1031.23,654.6000000000001,927.1500000000001
1037,2022-06-19,Store C,34484,674,840.95,1176.55,464.90000000000003,420.0,499.95
1038,2022-07-08,Store C,45892,823,981.8600000000001,1995.0,522.9399999999999,420.0,420.0
1039,2022-07-10,Store C,38075,709,827.72,492.84999999999997,857.8499999999999,420.0,420.0
1040,2022-07-06,Store C,50290,927,1083.06,2844.64,1843.5,420.0,420.0
1041,2021-09-24,Store D,25387,1188,1223.78,5677.01,3945.9000000000005,671.85,14214.81
1042,2021-09-30,Store B,52419,3430,3538.4299999999994,6004.700000000001,817.52,693.3299999999999,669.75
1043,2020-12-17,Store A,304167,9810,5082.72,26572.52,5141.47,934.74,6236.48
1044,2020-12-19,Store A,298444,9289,4523.43,24504.12,11862.34,1335.5099999999998,5298.25
1045,2021-02-01,Store D,23381,1710,1672.0900000000001,3008.66,3148.41,454.95,1917.01
1046,2021-11-19,Store A,194755,7244,4175.99,15048.31,1615.5,888.12,1028.24
1047,2021-05-04,Store C,95719,2450,2801.16,3987.1500000000005,1085.09,628.75,727.8100000000001
1048,2020-08-28,Store D,66633,2120,1546.72,519.95,420.0,420.0,420.0
1049,2020-01-12,Store A,478826,9579,3695.19,14586.14,3581.27,1030.81,3442.71
1050,2022-08-08,Store D,33468,1319,1361.5700000000002,7757.85,1550.37,1058.3500000000001,5432.110000000001
1051,2022-08-23,Store D,34896,1269,1617.5700000000002,5661.24,499.95,504.90999999999997,4830.77
1052,2022-03-04,Store D,24765,1392,1543.71,1634.91,3896.29,650.8,2530.14
1053,2022-03-11,Store B,35645,2918,3444.25,4563.25,1293.3500000000001,790.6999999999999,622.8
1054,2022-04-07,Store C,62305,1204,1656.02,3185.09,1599.63,420.0,600.69
1055,2022-04-24,Store C,38325,811,950.27,742.14,579.88,734.9,680.28
1056,2021-05-21,Store A,285028,9169,4947.08,19596.24,19283.56,2469.83,2053.8399999999997
1057,2020-05-03,Store B,283194,9935,6301.9,13722.66,1836.5699999999997,644.8000000000001,964.28
1058,2020-09-14,Store D,68844,2150,1613.66,443.19000000000005,609.99,420.0,420.0
1059,2019-08-23,Store A,394430,8920,4046.27,22988.450000000004,5792.52,1280.6799999999998,2175.4
1060,2019-08-23,Store B,87540,5088,3616.8899999999994,5277.3,1044.08,2071.38,1360.9299999999998
1061,2020-08-15,Store A,733709,14322,5709.8099999999995,27941.17,2185.12,818.04,2254.17
1062,2020-08-15,Store C,149745,2038,1373.03,4208.33,1378.3899999999999,544.9,494.95
1063,2020-11-05,Store D,28255,1446,1313.54,420.0,1171.24,420.0,420.0
1064,2019-11-07,Store C,64700,1379,1135.2,4213.360000000001,1136.45,471.95,1339.9
1065,2019-12-25,Store C,58894,1094,829.44,773.75,441.94000000000005,666.7,420.0
1066,2019-12-27,Store C,103778,1787,1323.87,3886.8,1022.31,1417.6,420.0
1067,2019-01-02,Store C,124699,1853,1226.46,2205.58,1427.94,535.9000000000001,5284.44
1068,2019-01-19,Store D,137166,2286,1599.69,420.0,558.59,582.9,420.0
1069,2020-06-16,Store C,152244,2711,1802.42,4928.65,1561.14,1479.4499999999998,1828.98
1070,2020-04-26,Store D,443900,5548,2503.08,420.0,420.0,420.0,420.0
1071,2020-04-27,Store C,440117,4225,2360.87,4396.139999999999,2836.32,454.95,791.99
1072,2021-12-20,Store A,167580,5388,3450.5299999999997,13063.71,6176.42,717.78,3687.67
1073,2021-08-19,Store A,265153,8350,4767.11,17068.52,10039.77,9848.68,1144.72
1074,2019-04-01,Store D,205615,3324,2161.58,593.75,1431.08,420.0,420.0
1075,2019-04-08,Store A,400841,10646,4387.48,24409.13,5894.139999999999,1930.67,2445.1
1076,2019-03-15,Store D,151907,2575,1607.3399999999997,420.0,461.95,553.9499999999999,420.0
1077,2021-04-21,Store A,326809,11380,6001.43,31893.46,11316.630000000001,1744.77,7907.870000000001
1078,2020-11-24,Store C,90832,1555,1426.3400000000001,6223.34,2758.87,518.9,1189.7
1079,2020-12-01,Store B,71106,5733,5440.060000000001,10935.650000000001,1250.77,966.5,1212.35
1080,2020-02-17,Store D,162388,2922,2149.65,471.8,465.95,420.0,420.0
1081,2020-03-27,Store B,175818,6232,4882.39,10176.17,1263.44,987.48,1586.06
1082,2020-03-28,Store C,214854,2416,1427.9099999999999,3100.1,1295.58,561.85,420.0
1083,2020-04-16,Store A,854447,17488,6170.969999999999,34708.41,18389.71,1447.7600000000002,6148.43
1084,2020-09-30,Store D,34556,1726,1388.03,874.9,449.95,420.0,420.0
1085,2019-09-28,Store C,58635,1141,933.08,1543.32,908.7,485.95,1055.9
1086,2020-08-11,Store C,167417,2692,1839.4499999999998,6794.57,1476.68,420.0,935.99
1087,2022-02-15,Store A,289779,7764,4244.070000000001,21050.69,9316.25,447.9,3673.59
1088,2022-06-09,Store B,37565,3229,3854.84,5361.99,1013.15,546.8,715.53
1089,2022-06-24,Store B,35795,2658,3459.11,5317.79,1441.0,526.85,790.3
1090,2021-10-29,Store C,76510,1168,1178.3799999999999,4474.26,3289.71,463.9,648.75
1091,2021-11-01,Store C,83189,1242,1233.3400000000001,5096.09,1324.3799999999999,420.0,489.95
1092,2021-11-17,Store A,230073,7399,4277.66,11725.920000000002,3629.3899999999994,573.9399999999999,2201.8199999999997
1093,2021-06-04,Store D,54274,1979,1978.08,6283.23,27251.04,486.55,1583.62
1094,2022-07-07,Store A,221181,5771,3185.5,6981.45,5289.76,420.0,2888.63
1095,2022-07-29,Store A,237477,5199,2984.6799999999994,9174.47,3045.0300000000007,519.95,494.99
1096,2022-04-05,Store D,32214,2038,2827.01,6169.06,2443.82,1169.85,5547.7
1097,2022-04-28,Store A,247424,6645,3725.47,12513.02,6221.6,706.74,4786.41
1098,2022-04-29,Store B,35568,3047,3601.41,5222.5,877.5,946.2,793.3
1099,2022-06-03,Store A,212592,5945,3681.06,22465.21,4736.12,1044.75,1277.8200000000002
1100,2019-01-29,Store B,104123,6071,4387.94,6710.09,1775.29,757.6800000000001,1348.98
1101,2019-02-15,Store B,87767,4668,3460.74,5290.42,938.68,767.57,959.26
1102,2019-05-30,Store A,354048,10086,4177.87,18815.97,6285.9,1349.76,2818.25
1103,2019-05-11,Store C,43407,1148,903.68,932.4,777.6999999999999,599.85,534.9
1104,2021-08-10,Store B,64454,4372,5335.47,9073.98,1104.4,859.49,685.6999999999999
1105,2021-12-22,Store C,67049,1082,1305.17,2447.5,703.84,1604.75,420.0
1106,2021-08-20,Store D,30983,1475,1459.5,3436.08,420.0,3007.12,1650.96
1107,2021-01-18,Store A,509804,12760,5365.47,23934.68,9435.97,2455.5699999999997,7399.58
1108,2019-09-06,Store C,71871,1462,1144.41,2036.84,978.4000000000001,420.0,1146.8
1109,2019-09-08,Store C,72544,1200,851.2099999999999,856.4499999999999,434.95,420.0,433.99
1110,2020-07-09,Store A,596388,15639,6439.37,34658.08,3214.75,981.74,6742.34
1111,2019-12-30,Store B,126640,5609,3821.3900000000003,5177.68,1879.67,979.44,1277.24
1112,2019-03-21,Store B,108876,6384,4155.87,7784.700000000001,2669.6500000000005,1652.78,1090.15
1113,2019-02-08,Store D,154370,2607,1696.45,449.95,963.18,420.0,468.95000000000005
1114,2019-04-19,Store C,67773,1403,1124.99,1794.04,1119.54,420.0,1258.8500000000001
1115,2021-02-06,Store D,29377,1814,1605.38,1202.53,684.95,2562.75,891.64
1116,2020-10-25,Store C,65678,1279,1053.62,2294.05,651.8899999999999,559.8000000000001,428.95000000000005
1117,2020-02-02,Store B,152479,4817,3542.86,6707.290000000001,962.5,910.4399999999999,803.5500000000001
1118,2020-02-19,Store B,116642,4674,3558.33,5940.4,2100.2000000000003,818.45,778.54
1119,2020-02-14,Store C,115729,1848,1236.2,2570.8,1426.55,420.0,420.0
1120,2019-09-13,Store B,76366,4015,2784.12,5280.02,1069.74,684.59,988.3299999999999
1121,2019-10-03,Store B,88493,4157,2890.48,5376.93,929.1700000000001,908.5,976.68
1122,2021-09-06,Store C,43959,947,1009.52,2650.97,1218.27,434.95,728.85
1123,2021-09-08,Store C,57692,1326,1289.52,3587.62,10736.370000000003,420.0,644.85
1124,2021-09-23,Store C,60876,1371,1380.0900000000001,2779.99,1728.4300000000003,824.9,420.0
1125,2021-10-26,Store D,26141,1249,1368.32,9716.15,494.99,1695.35,4686.57
1126,2019-07-17,Store D,232548,3610,1984.5900000000001,420.0,745.9399999999999,420.0,420.0
1127,2022-01-31,Store B,43505,3816,4381.32,5796.96,1017.59,581.8,900.5500000000001
1128,2022-01-09,Store D,26633,1050,996.6200000000001,4153.92,439.95,464.05,1410.98
1129,2022-02-10,Store D,26340,1283,1308.81,4941.78,958.8,798.9,7021.57
1130,2022-02-17,Store B,40113,3487,3754.7,5007.67,900.63,697.6,607.8
1131,2022-05-30,Store C,29753,680,934.78,768.4399999999999,555.85,420.0,420.0
1132,2022-07-19,Store D,27204,1060,1146.99,4486.639999999999,637.72,420.0,3728.26
1133,2022-07-02,Store D,14069,779,944.29,2080.56,669.97,508.85999999999996,3739.64
1134,2022-08-26,Store C,47894,1171,1524.5499999999997,3978.34,1384.4499999999998,420.0,604.9499999999999
1135,2022-08-30,Store A,251465,6956,4937.0,7188.19,4850.25,420.0,791.8899999999999
1136,2022-08-14,Store B,54546,3484,4889.64,6052.49,1042.04,777.6,1027.2
1137,2021-03-19,Store B,56925,4987,4962.1,8063.92,1307.5800000000002,823.74,1050.49
1138,2019-03-26,Store D,154601,2947,1970.9,527.9,444.90000000000003,447.95000000000005,444.95
1139,2019-04-19,Store B,98935,5411,3782.08,5197.61,1036.06,749.79,965.24
1140,2020-02-25,Store B,116173,4889,4000.45,5221.620000000001,1087.25,972.33,1344.7399999999998
1141,2020-03-12,Store D,122159,2434,1725.8400000000001,474.95,500.46999999999997,420.0,420.0
1142,2021-01-14,Store D,31447,1884,1727.01,4941.79,1747.54,1313.93,8662.39
1143,2019-06-20,Store D,131618,2552,1664.99,493.53000000000003,912.75,463.95000000000005,420.0
1144,2019-08-15,Store C,80717,1592,1196.79,1678.27,1727.0,457.95000000000005,420.0
1145,2022-04-13,Store D,28076,1804,2502.13,8159.700000000001,1199.32,759.81,3609.4
1146,2020-06-21,Store C,90536,1751,1086.08,2014.83,462.95000000000005,420.0,684.9
1147,2020-08-06,Store D,92638,2432,1731.64,434.95,420.0,420.0,420.0
1148,2020-05-23,Store A,663479,14932,5452.23,29171.29,11044.0,1886.56,1283.69
1149,2020-02-04,Store C,179307,1897,1264.65,2617.14,2223.79,755.75,750.8
1150,2020-05-25,Store B,159304,9444,6753.630000000001,15575.97,683.65,792.17,1481.74
1151,2020-04-11,Store C,334721,3140,1747.68,2589.9400000000005,759.7,722.8999999999999,564.9
1152,2019-08-19,Store A,462634,10434,4522.16,22598.86,2982.59,1238.84,3356.01
1153,2020-03-22,Store B,179390,6551,5592.64,12001.370000000003,1315.23,1214.29,1172.25
1154,2021-12-15,Store A,161783,5661,3579.89,18008.28,9497.44,943.6400000000001,6784.629999999999
1155,2021-12-15,Store B,35063,2765,3521.3,5260.89,1825.4,933.4000000000001,888.6
1156,2020-04-04,Store A,521484,8806,3432.59,7126.78,2701.27,995.38,1283.6599999999999
1157,2019-12-21,Store B,81365,3808,2725.78,4112.91,748.68,625.75,1786.53
1158,2019-11-19,Store A,348173,9498,4330.12,12332.05,8453.71,1107.59,1759.76
1159,2022-05-14,Store A,197345,5225,2789.14,11802.379999999997,571.74,494.99,4319.610000000001
1160,2021-03-25,Store A,368044,11589,5713.65,39225.05,8076.859999999999,780.38,2559.06
1161,2021-04-08,Store D,28841,2019,2154.08,3199.1800000000003,1747.8199999999997,2181.0899999999997,2386.26
1162,2021-08-09,Store C,77063,1468,1385.19,2835.47,10879.130000000001,420.0,444.95
1163,2020-11-21,Store A,460618,12258,5570.640000000001,31460.56,8260.460000000001,750.69,2977.63
1164,2020-11-21,Store B,67138,5501,4961.31,8419.869999999999,891.55,1307.1799999999998,915.6399999999999
1165,2022-03-30,Store A,282336,7361,3882.09,15095.08,5964.359999999999,420.0,2149.6800000000003
1166,2022-02-08,Store A,307759,8496,4755.29,19565.8,4941.62,7689.58,834.8399999999999
1167,2019-09-01,Store A,422574,9562,3623.28,17619.07,5318.57,720.5500000000001,1671.83
1168,2020-01-16,Store C,138092,1746,1201.73,4352.65,2235.44,420.0,457.95000000000005
1169,2022-03-07,Store D,28437,1699,1960.18,4002.24,2499.19,565.85,3865.01
1170,2022-03-14,Store B,38695,3424,4044.89,7743.03,598.85,1014.5,577.8
